cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	nt_tapah	Concepticon_Gloss	Concepticon_ID	concept_url
the Salang-Sigule list	884	ichêm	NA	mier (in soorten)	ant	macam-macam semut	402	404	596	FALSE										ANT	587	https://concepticon.clld.org/parameters/587
the Salang-Sigule list	886	awah	NA	slang	snake	ular	403	405	598	TRUE										SNAKE	730	https://concepticon.clld.org/parameters/730
the Salang-Sigule list	888	galifa	NA	duizendpoot	centipede	lipan	-	406	600	FALSE										CENTIPEDE	1974	https://concepticon.clld.org/parameters/1974
the Salang-Sigule list	891	lachêleng	NA	worm	worm	cacing	414	417	603	TRUE										WORM	1219	https://concepticon.clld.org/parameters/1219
the Salang-Sigule list	892	bailing	13	garnaal	shrimp	udang	406	409	604	FALSE			lanai	lobster						SHRIMP	2349	https://concepticon.clld.org/parameters/2349
the Salang-Sigule list	896	bêla	NA	kikvors	frog	katak	409	412	608	FALSE										FROG	503	https://concepticon.clld.org/parameters/503
the Salang-Sigule list	899	bò-oewih	NA	varaan, leguaan	iguana	biawak	412	415	611	FALSE										IGUANA	1578	https://concepticon.clld.org/parameters/1578
the Salang-Sigule list	900	bòja	NA	krokodil	crocodile	buaya	411	414	612	FALSE										CROCODILE	1857	https://concepticon.clld.org/parameters/1857
the Salang-Sigule list	901	foefoenoembong	NA	landschildpad	tortoise	kura-kura	413	416	613	FALSE										TORTOISE	895	https://concepticon.clld.org/parameters/895
the Salang-Sigule list	902	feunoeh	NA	zeeschildpad	turtle	penyu	413	416	614	FALSE										TURTLE	112	https://concepticon.clld.org/parameters/112
the Salang-Sigule list	905	langi	NA	hemel	sky	langit	507	512	615	TRUE										SKY	1732	https://concepticon.clld.org/parameters/1732
the Salang-Sigule list	906	mata inò	NA	zon	sun	matahari	508	513	616	TRUE										SUN	1343	https://concepticon.clld.org/parameters/1343
the Salang-Sigule list	907	itankò rahoe	NA	zonsverduistering	sun eclipse	gerhana matahari	509	514	617	FALSE										ECLIPSE	2285	https://concepticon.clld.org/parameters/2285
the Salang-Sigule list	908	bawa	NA	maan	moon	bulan	510	515	618	TRUE										MOON	1313	https://concepticon.clld.org/parameters/1313
the Salang-Sigule list	910	bawa	14	maand (namen der maanden)	month (name of the months)	bulan (nama-nama bulan)	784	806	-	FALSE							same as the names of the Muhammedan months			MONTH	1370	https://concepticon.clld.org/parameters/1370
the Salang-Sigule list	911	itankò rahoe	NA	maansverduistering	moon eclipse	gerhana bulan	511	516	620	FALSE										ECLIPSE	2285	https://concepticon.clld.org/parameters/2285
the Salang-Sigule list	912	bíntoen	NA	ster (als ze namen hebben, die opgeven)	star	bintang	512	517	621	TRUE										STAR	1430	https://concepticon.clld.org/parameters/1430
the Salang-Sigule list	917	taneu	NA	aarde (aardbol)	earth (globe)	bumi	504	510	624	FALSE										WORLD	965	https://concepticon.clld.org/parameters/965
the Salang-Sigule list	919	té-oe	NA	regen	rain	hujan	513	518	626	TRUE										RAINING OR RAIN	2108	https://concepticon.clld.org/parameters/2108
the Salang-Sigule list	920	oehoon	NA	dauw	dew	embun	-	519	627	FALSE										DEW	1977	https://concepticon.clld.org/parameters/1977
the Salang-Sigule list	921	tafeu tafeu langi	NA	wolk	cloud	awan	514	520	628	TRUE										CLOUD	1489	https://concepticon.clld.org/parameters/1489
the Salang-Sigule list	923	challa challa nadoe	NA	regenboog	rainbow	pelangi	515	521	630	FALSE										RAINBOW	1733	https://concepticon.clld.org/parameters/1733
the Salang-Sigule list	924	loeloe	NA	donder	thunder	guruh	516	522	631	FALSE										THUNDER	1150	https://concepticon.clld.org/parameters/1150
the Salang-Sigule list	927	doeloe	NA	aardbeving	earthquake	gempa bumi	518	524	633	FALSE										EARTHQUAKE	6	https://concepticon.clld.org/parameters/6
the Salang-Sigule list	928	angi	NA	wind	wind	angin	519	525	634	TRUE										WIND	960	https://concepticon.clld.org/parameters/960
the Salang-Sigule list	929	badai	NA	storm	storm	badai, angin ribut	520	526	635	FALSE										STORM	858	https://concepticon.clld.org/parameters/858
the Salang-Sigule list	930	indaneu	NA	water	water	air	521	527	636	TRUE										WATER	948	https://concepticon.clld.org/parameters/948
the Salang-Sigule list	931	taloe leu-oe	NA	zee	sea	laut	522	528	637	TRUE	sea (ocean)									SEA	1474	https://concepticon.clld.org/parameters/1474
the Salang-Sigule list	932	doelah	NA	eb	ebb	surut	523	529	-	FALSE										CEASE	1928	https://concepticon.clld.org/parameters/1928
the Salang-Sigule list	934	lófoe	NA	vloed	flood, tide	pasang	524	530	-	FALSE										HIGH TIDE	613	https://concepticon.clld.org/parameters/613
the Salang-Sigule list	935	bakad	NA	golf	wave	ombak	525	531	639	FALSE										WAVE	978	https://concepticon.clld.org/parameters/978
the Salang-Sigule list	937	géló	NA	baai	bay	teluk	527	533	640	FALSE										BAY	663	https://concepticon.clld.org/parameters/663
the Salang-Sigule list	938	galai	NA	strand	beach	pantai	528	534	641	FALSE										BEACH	3460	https://concepticon.clld.org/parameters/3460
the Salang-Sigule list	939	haroes	NA	straat	strait(s)	selat	529	535	-	FALSE										STRAIT	1661	https://concepticon.clld.org/parameters/1661
the Salang-Sigule list	941	batoe	NA	koraalrif	coral reef	karang	531	537	643	FALSE										REEF	660	https://concepticon.clld.org/parameters/660
the Salang-Sigule list	942/943	taneu	NA	land <unsp.>	land [ID_942]; land (state) [ID_943]	darat [ID_942]; negara [ID_943]	532	538	-	FALSE										NA	NA	NA
the Salang-Sigule list	944	oelau	NA	eiland	island	pulau	533	539	645	FALSE										ISLAND	622	https://concepticon.clld.org/parameters/622
the Salang-Sigule list	945	ganting	NA	landengte	isthmus	tanah genting	534	540	-	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	946	oedjoeng énaloe	NA	landtong, kaap	cape	tanjung, ujung	535	541	646	FALSE										CAPE	1662	https://concepticon.clld.org/parameters/1662
the Salang-Sigule list	947	leuleu	NA	berg	mountain	gunung	536	542	647	TRUE										MOUNTAIN	639	https://concepticon.clld.org/parameters/639
the Salang-Sigule list	948	leuleu	NA	heuvel	hill	bukit	565	572	648	FALSE										HILL	614	https://concepticon.clld.org/parameters/614
the Salang-Sigule list	950	toeroen	NA	dalen	to go down, to descend	turun	-	546	650	FALSE										GO DOWN (DESCEND)	2014	https://concepticon.clld.org/parameters/2014
the Salang-Sigule list	951	faloe-óe	NA	vlakte	plain	dataran	537	544	651	FALSE										PLAIN	652	https://concepticon.clld.org/parameters/652
the Salang-Sigule list	952	panton	NA	dal	valley	lembah	538	545	652	FALSE										VALLEY	921	https://concepticon.clld.org/parameters/921
the Salang-Sigule list	955	doe-oe	NA	bos	forest, woods	hutan	539	547	655	TRUE	woods									FOREST	420	https://concepticon.clld.org/parameters/420
the Salang-Sigule list	957	saso	NA	kreupelbos	bush	belukar	540	548	657	FALSE										BUSH	1683	https://concepticon.clld.org/parameters/1683
the Salang-Sigule list	959	lalah	NA	weg	way, road	jalan	567	574	-	TRUE	road									PATH OR ROAD	2457	https://concepticon.clld.org/parameters/2457
the Salang-Sigule list	960	omboejoe	NA	modder	mud	lumpur	-	575	-	FALSE										MUD	640	https://concepticon.clld.org/parameters/640
the Salang-Sigule list	961	lai	NA	voetstap (spoor)	footstep (footprint)	bekas tapak kaki, jejak	-	576	658	FALSE										FOOTPRINT	318	https://concepticon.clld.org/parameters/318
the Salang-Sigule list	962	gatioh	NA	grens	border, boundary	batas	569	578	660	FALSE										BORDER	2546	https://concepticon.clld.org/parameters/2546
the Salang-Sigule list	963	géló-ah	15	rivier	river	sungai	570	579	661	TRUE			géló-ah				large			RIVER	666	https://concepticon.clld.org/parameters/666
the Salang-Sigule list	963	liang	15	rivier	river	sungai	570	579	661	TRUE			liang				small			RIVER	666	https://concepticon.clld.org/parameters/666
the Salang-Sigule list	964	gani tila	NA	brug	bridge	jembatan	-	580	662	FALSE										BRIDGE	1011	https://concepticon.clld.org/parameters/1011
the Salang-Sigule list	965	oeloe	NA	stroomop (varen)	to go upstream	berlayar ke hulu	-	581	663	FALSE										SAIL	787	https://concepticon.clld.org/parameters/787
the Salang-Sigule list	966	ilir	NA	stroomaf (varen)	to go downstream	berlayar ke hilir	-	582	664	FALSE										SAIL	787	https://concepticon.clld.org/parameters/787
the Salang-Sigule list	967	mata idaneu	NA	bron of oorsprong rivier	spring, source	mata air, sumber air	571	584	665	FALSE										SPRING (OF WATER)	849	https://concepticon.clld.org/parameters/849
the Salang-Sigule list	968	afan	NA	watervloed, overstroming	flood	banjir	572	585	666	FALSE										HIGH TIDE	613	https://concepticon.clld.org/parameters/613
the Salang-Sigule list	969	batoe	NA	steen	stone	batu	573	586	667	TRUE										STONE	857	https://concepticon.clld.org/parameters/857
the Salang-Sigule list	970	taneu	NA	aarde (grond)	earth (ground)	tanah	574	587	668	TRUE	earth									EARTH (SOIL)	1228	https://concepticon.clld.org/parameters/1228
the Salang-Sigule list	971	ènè	NA	zand	sand	pasir	575	588	669	TRUE										SAND	671	https://concepticon.clld.org/parameters/671
the Salang-Sigule list	973	machí	NA	ijzer	iron	besi	577	589	671	FALSE										IRON	621	https://concepticon.clld.org/parameters/621
the Salang-Sigule list	974	têmbagò	NA	koper	copper	tembaga	578	590	672	FALSE										COPPER	1825	https://concepticon.clld.org/parameters/1825
the Salang-Sigule list	976	pérak	NA	zilver	silver	perak	580	592	673	FALSE										SILVER	759	https://concepticon.clld.org/parameters/759
the Salang-Sigule list	977	boelawa	NA	goud	gold	emas	581	593	674	FALSE										GOLD	1369	https://concepticon.clld.org/parameters/1369
the Salang-Sigule list	979	imòh	NA	lood	lead	timah hitam	583	595	-	FALSE										LEAD (CHEMICAL ELEMENT)	627	https://concepticon.clld.org/parameters/627
the Salang-Sigule list	981	toekang machí	NA	smid	smith	pandai besi	-	611	676	FALSE										BLACKSMITH	1001	https://concepticon.clld.org/parameters/1001
the Salang-Sigule list	982	ambon	NA	smidse	smithy	dapur pandai besi	-	612	677	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	984	agoe	NA	houtskool	charcoal	arang	-	613	679	FALSE										CHARCOAL	1188	https://concepticon.clld.org/parameters/1188
the Salang-Sigule list	985	toetoe'	NA	hamer	hammer	martil	-	614	680	FALSE										HAMMER	1481	https://concepticon.clld.org/parameters/1481
the Salang-Sigule list	986	landai	NA	aambeeld	anvil	landasan, paron	-	615	681	FALSE										ANVIL	1648	https://concepticon.clld.org/parameters/1648
the Salang-Sigule list	987	ìngkìp	NA	tang	tongs	sepit, tang	-	616	682	FALSE										TONGS	272	https://concepticon.clld.org/parameters/272
the Salang-Sigule list	989	gékin	NA	slijpen	to sharpen, to grind	mengasah	-	618	684	FALSE										SHARPEN (SOMETHING)	251	https://concepticon.clld.org/parameters/251
the Salang-Sigule list	993	bêrdamai	NA	vrede sluiten	to make peace	berdamai, mengadakan perdamaian	636	650	-	FALSE										PEACE	1338	https://concepticon.clld.org/parameters/1338
the Salang-Sigule list	995	nachoeda	NA	handelaar (grote, kleine)	merchant	saudagar, pedagang	638	652	686	FALSE										MERCHANT	1082	https://concepticon.clld.org/parameters/1082
the Salang-Sigule list	999	afeu	NA	volgeling	follower	pengikut	615	630	-	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	1000	ata manolong	NA	bondgenoot	ally	sekutu	630	644	-	FALSE										COMPANION	3978	https://concepticon.clld.org/parameters/3978
the Salang-Sigule list	1001	kêdai	NA	winkel (grote, kleine, warong)	shop	toko, warung	639	653	687	FALSE										SHOP	746	https://concepticon.clld.org/parameters/746
the Salang-Sigule list	1001	gêdai	NA	winkel (grote, kleine, warong)	shop	toko, warung	639	653	687	FALSE										SHOP	746	https://concepticon.clld.org/parameters/746
the Salang-Sigule list	1002	kêdai	NA	markt	market	pasar	640	654	688	FALSE										MARKET	633	https://concepticon.clld.org/parameters/633
the Salang-Sigule list	1002	gêdai	NA	markt	market	pasar	640	654	688	FALSE										MARKET	633	https://concepticon.clld.org/parameters/633
the Salang-Sigule list	1003	saudagar	NA	handeldrijven, handelen	to trade	berdagang	641	655	689	FALSE										TRADE	898	https://concepticon.clld.org/parameters/898
the Salang-Sigule list	1005	déloem	NA	naald	needle	jarum	-	657	691	FALSE										NEEDLE (FOR SEWING)	1382	https://concepticon.clld.org/parameters/1382
the Salang-Sigule list	1007	fateu	NA	prijs	price	harga	643	658	693	FALSE										PRICE	657	https://concepticon.clld.org/parameters/657
the Salang-Sigule list	1008	làbòh	NA	winst	profit	untung, laba	644	659	694	FALSE										BENEFIT	2929	https://concepticon.clld.org/parameters/2929
the Salang-Sigule list	1009	roegi	NA	verlies, schade	loss	rugi	645	660	695	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	1010	mangêli	NA	kopen	to buy	membeli	646	661	696	FALSE										BUY	1869	https://concepticon.clld.org/parameters/1869
the Salang-Sigule list	1011	mahal	NA	duur	expensive	mahal	647	662	697	FALSE										EXPENSIVE	1426	https://concepticon.clld.org/parameters/1426
the Salang-Sigule list	1012	moerah	NA	goedkoop	cheap	murah	648	663	698	FALSE										CHEAP	1887	https://concepticon.clld.org/parameters/1887
the Salang-Sigule list	1013	êmè	NA	schuld	debt	hutang	649	664	699	FALSE										DEBT	1914	https://concepticon.clld.org/parameters/1914
the Salang-Sigule list	1015	bajan	NA	betalen	to pay	membayar	651	666	701	FALSE										PAY	718	https://concepticon.clld.org/parameters/718
the Salang-Sigule list	1016	niangafa	NA	verkopen	to sell	menjual	652	667	702	FALSE										SELL	1571	https://concepticon.clld.org/parameters/1571
the Salang-Sigule list	1017/1018	nifafaleu	NA	lenen <unsp.>	to borrow [ID_1017]; to lend to [ID_1018]	meminjam [ID_1017]; meminjamkan [ID_1018]	653	668	703	FALSE										BORROW	1823	https://concepticon.clld.org/parameters/1823
the Salang-Sigule list	1019	toekar	NA	ruilen	to exchange	menukar	654	669	704	FALSE										EXCHANGE	2509	https://concepticon.clld.org/parameters/2509
the Salang-Sigule list	1020	niandeu'	NA	bieden	to offer	mempersembahkan	655	670	-	FALSE										DONATE	196	https://concepticon.clld.org/parameters/196
the Salang-Sigule list	1021	galar	NA	verpanden	to pawn	menggadaikan	656	671	-	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	1025	dasing	NA	schaal	a pair of scales	timbangan	659	673	-	FALSE										SCALES (MEASURE INSTRUMENT)	2783	https://concepticon.clld.org/parameters/2783
the Salang-Sigule list	1026	andeufa	16	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			andeufa		1 depah		See also Tapah notes 18, 19			LENGTH	2537	https://concepticon.clld.org/parameters/2537
the Salang-Sigule list	1026	angêló	16	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			angêló						angoeroeng	LENGTH	2537	https://concepticon.clld.org/parameters/2537
the Salang-Sigule list	1026	satampòh	16	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			satampòh						satampoh	LENGTH	2537	https://concepticon.clld.org/parameters/2537
the Salang-Sigule list	1026	ambala-i	16	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			ambala-i	the length of one foot						LENGTH	2537	https://concepticon.clld.org/parameters/2537
the Salang-Sigule list	1026	a danga	16	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			a danga	1 finger-width						LENGTH	2537	https://concepticon.clld.org/parameters/2537
the Salang-Sigule list	1026	sa-sioe	16	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			sa-sioe : ai-oe	distance from the tip of the largest finger to the elbow						LENGTH	2537	https://concepticon.clld.org/parameters/2537
the Salang-Sigule list	1026	acheuteu	16	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			acheuteu	4 ai-oe						LENGTH	2537	https://concepticon.clld.org/parameters/2537
the Salang-Sigule list	1026	sakajoe	16	maten en gewichten (lengte)	measures and weights (length)	ukuran dan berat (panjang)	660	674	-	FALSE			sakajoe	12 cheuteu						LENGTH	2537	https://concepticon.clld.org/parameters/2537
the Salang-Sigule list	1026-1028	alè	17	maten en gewichten <unsp.>	measures and weights (length) [ID_1026]; measures and weights (mass) [ID_1027]; measures and weights (volume and capacity) [ID_1028]	ukuran dan berat (panjang) [ID_1026]; ukuran dan berat (berat) [ID_1027]; ukuran dan berat (isi dan kapasitas) [ID_1028]	660	674	-	FALSE			alè	bamboo			for foodstuffs			NA	NA	NA
the Salang-Sigule list	1026-1028	1 bêlah	17	maten en gewichten <unsp.>	measures and weights (length) [ID_1026]; measures and weights (mass) [ID_1027]; measures and weights (volume and capacity) [ID_1028]	ukuran dan berat (panjang) [ID_1026]; ukuran dan berat (berat) [ID_1027]; ukuran dan berat (isi dan kapasitas) [ID_1028]	660	674	-	FALSE			1 bêlah	½ êkan						NA	NA	NA
the Salang-Sigule list	1026-1028	1 alè	17	maten en gewichten <unsp.>	measures and weights (length) [ID_1026]; measures and weights (mass) [ID_1027]; measures and weights (volume and capacity) [ID_1028]	ukuran dan berat (panjang) [ID_1026]; ukuran dan berat (berat) [ID_1027]; ukuran dan berat (isi dan kapasitas) [ID_1028]	660	674	-	FALSE			1 alè	4 bêlan						NA	NA	NA
the Salang-Sigule list	1026-1028	anali	17	maten en gewichten <unsp.>	measures and weights (length) [ID_1026]; measures and weights (mass) [ID_1027]; measures and weights (volume and capacity) [ID_1028]	ukuran dan berat (panjang) [ID_1026]; ukuran dan berat (berat) [ID_1027]; ukuran dan berat (isi dan kapasitas) [ID_1028]	660	674	-	FALSE			anali	16 alè						NA	NA	NA
the Salang-Sigule list	1026-1028	achoena	17	maten en gewichten <unsp.>	measures and weights (length) [ID_1026]; measures and weights (mass) [ID_1027]; measures and weights (volume and capacity) [ID_1028]	ukuran dan berat (panjang) [ID_1026]; ukuran dan berat (berat) [ID_1027]; ukuran dan berat (isi dan kapasitas) [ID_1028]	660	674	-	FALSE			achoena	10 nali						NA	NA	NA
the Salang-Sigule list	1026-1028	foeloe hoena	17	maten en gewichten <unsp.>	measures and weights (length) [ID_1026]; measures and weights (mass) [ID_1027]; measures and weights (volume and capacity) [ID_1028]	ukuran dan berat (panjang) [ID_1026]; ukuran dan berat (berat) [ID_1027]; ukuran dan berat (isi dan kapasitas) [ID_1028]	660	674	-	FALSE			foeloe hoena	10 hoena						NA	NA	NA
the Salang-Sigule list	1029/1030	gapan	NA	schip <unsp.>	ship (trading vessel) [ID_1029]; ship (warship) [ID_1030]	kapal dagang [ID_1029]; kapal perang [ID_1030]	661	675	-	FALSE		originally: <unps.>, which should be <unsp.> (typo)								SHIP	740	https://concepticon.clld.org/parameters/740
the Salang-Sigule list	1031	kapal api	NA	stoomboot	steamboat	kapal uap	662	676	-	FALSE										BOAT	1844	https://concepticon.clld.org/parameters/1844
the Salang-Sigule list	1032	sambò	NA	sloep	rowboat	kapal (sampan)	663	677	-	FALSE										BOAT	1844	https://concepticon.clld.org/parameters/1844
the Salang-Sigule list	1033	biloe	18	prauw	proa, canoe	perahu	664	678	707	FALSE			biloe				large ones			CANOE	1970	https://concepticon.clld.org/parameters/1970
the Salang-Sigule list	1033	nófoe	18	prauw	proa, canoe	perahu	664	678	707	FALSE			nofoe				small ones			CANOE	1970	https://concepticon.clld.org/parameters/1970
the Salang-Sigule list	1035	tiang	NA	mast	mast	tiang perahu	665	679	709	FALSE										MAST	184	https://concepticon.clld.org/parameters/184
the Salang-Sigule list	1037	meloejoe	NA	zeilen	to sail	berlayar	666	680	711	FALSE										SAIL	787	https://concepticon.clld.org/parameters/787
the Salang-Sigule list	1038	oefêng	NA	roer	rudder, helm	kemudi	667	681	712	FALSE										RUDDER	108	https://concepticon.clld.org/parameters/108
the Salang-Sigule list	1040	òlan	NA	(roei) riem, pagaai	oar, paddle	pengayuh	668	682	714	FALSE										OAR OR PADDLE	3318	https://concepticon.clld.org/parameters/3318
the Salang-Sigule list	1042	malimei	NA	scheppen	to paddle	mengayuh	670	684	-	FALSE										PADDLE (MOVEMENT)	3668	https://concepticon.clld.org/parameters/3668
the Salang-Sigule list	1043	manòlan	NA	roeien	to row, to pull	mengayuh	669	683	715	TRUE	pull									ROW	1849	https://concepticon.clld.org/parameters/1849
the Salang-Sigule list	1049	a-ó	NA	anker	anchor	sauh	671	685	-	FALSE										ANCHOR	1870	https://concepticon.clld.org/parameters/1870
the Salang-Sigule list	1050	rakit	NA	vlot	raft	rakit	672	686	721	FALSE										RAFT	1664	https://concepticon.clld.org/parameters/1664
the Salang-Sigule list	1051	géló	NA	haven	harbour	pelabuhan	673	687	-	FALSE										PORT	610	https://concepticon.clld.org/parameters/610
the Salang-Sigule list	1052	achochi	NA	stranden, schipbreuklijden	to be wrecked	terdampar, kandas	676	691	-	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	1053	ata maraboe	NA	zeerover	pirate	bajak laut	677	692	-	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	1061	éba	NA	groot	great, big	besar	682	697	726	TRUE	big									BIG	1202	https://concepticon.clld.org/parameters/1202
the Salang-Sigule list	1062	ònò ònò/ítìtì tìtì	NA	klein	small	kecil	683	698	727	TRUE										SMALL	1246	https://concepticon.clld.org/parameters/1246
the Salang-Sigule list	1063/1064	ténaloe	NA	lang <unsp.>	long (things) [ID_1063]; long (time) [ID_1064]	panjang [ID_1063]; lama [ID_1064]	684	699	728	FALSE										NA	NA	NA
the Salang-Sigule list	1065/1066	èdafa	NA	kort <unsp.>	short (things) [ID_1065]; short (time) [ID_1066]	pendek [ID_1065]; singkat, pendek [ID_1066]	685	700	729	FALSE										NA	NA	NA
the Salang-Sigule list	1067/1068	abì-ì	NA	dik <unsp.>	big, fat [ID_1067]; thick [ID_1068]	gemuk [ID_1067]; tebal [ID_1068]	686	701	730	FALSE										NA	NA	NA
the Salang-Sigule list	1070	achènong achènong	NA	dun	thin	tipis	687	702	731	TRUE										FINE OR THIN	2157	https://concepticon.clld.org/parameters/2157
the Salang-Sigule list	1071	achènong achènong	NA	mager	thin, meagre, skinny	kurus	689	706	732	TRUE	thin									THIN (SLIM)	1400	https://concepticon.clld.org/parameters/1400
the Salang-Sigule list	1072-1074	atafeu	NA	ver <unsp.>	fat (adj.) [ID_1072]; fat, grease (noun) [ID_1073]; greasy [ID_1074]	gemuk [ID_1072]; lemak [ID_1073]; berminyak, berlemak [ID_1074]	690	707	-	FALSE										FAR	1406	https://concepticon.clld.org/parameters/1406
the Salang-Sigule list	1076	ònò ònò	NA	dwerg, dwergachtig	dwarf	orang katai	692	709	-	FALSE										NA	NA	https://concepticon.clld.org/parameters/NA
the Salang-Sigule list	1079	anífí nífí	NA	tam, mak	tame	jinak	-	703	738	FALSE										TAME	2838	https://concepticon.clld.org/parameters/2838
the Salang-Sigule list	1080-1081	ata-oet	NA	wild, schuw <unsp.>	wild [ID_1080]; wary, shy, timid [ID_1081]	liar [ID_1080]; malu (takut), berhati-hati [ID_1081]	-	704	739	FALSE										NA	NA	NA
the Salang-Sigule list	1082	a-eufeu	NA	verlegen, beschaamd	shy, ashamed	malu	-	705	740	FALSE										SHY OR ASHAMED	3805	https://concepticon.clld.org/parameters/3805
the Salang-Sigule list	1083/1084	abaha	NA	diep <unsp.>	deep (river) [ID_1083]; deep (dish) [ID_1084]	dalam (sungai) [ID_1083]; dalam (piring) [ID_1084]	693	710	741	FALSE										DEEP	1593	https://concepticon.clld.org/parameters/1593
the Salang-Sigule list	1085/1086	afafeu	NA	ondiep <unspec.>	shallow (river) [ID_1085]; shallow (dish) [ID_1086]	dangkal (sungai) [ID_1085]; ceper, leper [ID_1086]	694	711	742	FALSE										SHALLOW	193	https://concepticon.clld.org/parameters/193
the Salang-Sigule list	1087	alawa	NA	hoog	high	tinggi	695	712	743	FALSE										HIGH OR TALL	2790	https://concepticon.clld.org/parameters/2790
the Salang-Sigule list	1088	ató-oe	NA	laag	low	rendah	696	713	744	FALSE										LOW	721	https://concepticon.clld.org/parameters/721
the Salang-Sigule list	1089	atoeleu	NA	recht	straight	lurus	697	714	745	TRUE										STRAIGHT	1404	https://concepticon.clld.org/parameters/1404
the Salang-Sigule list	1090	achè-ò	NA	krom	crooked, bent	bengkok	698	715	746	FALSE										CROOKED	297	https://concepticon.clld.org/parameters/297
the Salang-Sigule list	1096	auha auha	NA	licht	light	ringan	722	739	752	FALSE										LIGHT (WEIGHT)	1052	https://concepticon.clld.org/parameters/1052
the Salang-Sigule list	1097	oeméting	NA	schuin	slanting, sloping	serong, miring	699	717	753	FALSE										SLANTED	3075	https://concepticon.clld.org/parameters/3075
the Salang-Sigule list	1098	ataleu	NA	scherp	sharp	tajam	700	718	754	TRUE										SHARP	1396	https://concepticon.clld.org/parameters/1396
the Salang-Sigule list	1101	abí-í	NA	hard	hard	keras	701	719	757	FALSE										HARD	1884	https://concepticon.clld.org/parameters/1884
the Salang-Sigule list	1102	alêmbó	NA	week	weak	lembek, lemah	702	720	-	FALSE										WEAK	1601	https://concepticon.clld.org/parameters/1601
the Salang-Sigule list	1104/1105	auchoe	NA	warm <unsp.>	warm (persons) [ID_1104]; warm (things) [ID_1105]	hangat [ID_1104]; hangat, panas [ID_1105]	703	721	759	FALSE										HOT OR WARM	2272	https://concepticon.clld.org/parameters/2272
the Salang-Sigule list	1106/1107	ò-afoe	NA	koud <unsp.>	cold (persons) [ID_1106]; cold (things) [ID_1107]	dingin [ID_1106]; dingin, sejuk [ID_1107]	704	722	760	FALSE										COLD	1287	https://concepticon.clld.org/parameters/1287
the Salang-Sigule list	1109/1110	boelè	NA	rond <unsp.>	round, circular (as a stick) [ID_1109]; round, circular (as a dish) [ID_1110]	bundar (seperti tongkat) [ID_1109]; bundar (seperti piring) [ID_1110]	705	723	762	FALSE										ROUND	1395	https://concepticon.clld.org/parameters/1395
the Salang-Sigule list	1112	bêsagi	NA	vierkant	square	persegi	706	724	763	FALSE										SQUARE	850	https://concepticon.clld.org/parameters/850
the Salang-Sigule list	1113	èboeloe	NA	breed	broad	luas, lebar	707	725	764	FALSE										BROAD	2531	https://concepticon.clld.org/parameters/2531
the Salang-Sigule list	1115	sampih	NA	nauw	narrow	sempit	709	726	766	TRUE										NARROW	1267	https://concepticon.clld.org/parameters/1267
the Salang-Sigule list	1116	éba	NA	ruim, wijd	wide	luas	710	727	767	TRUE										WIDE	1243	https://concepticon.clld.org/parameters/1243
the Salang-Sigule list	1117	tagòh	NA	krachtig, sterk	strong	kokoh	711	728	768	FALSE										STRONG	785	https://concepticon.clld.org/parameters/785
the Salang-Sigule list	1118	alélélílí	NA	zwak	weak	lemah	712	730	769	FALSE										WEAK	1601	https://concepticon.clld.org/parameters/1601
the Salang-Sigule list	1119	melawan	NA	dapper	brave, bold	perkasa, gagah	-	729	770	FALSE										BRAVE	3	https://concepticon.clld.org/parameters/3
the Salang-Sigule list	1121	aléw	NA	lui	lazy	malas	-	731	772	FALSE										LAZY	1564	https://concepticon.clld.org/parameters/1564
the Salang-Sigule list	1125	ata-a	NA	droog	dry	kering	713	732	776	TRUE										DRY	1398	https://concepticon.clld.org/parameters/1398
the Salang-Sigule list	1127	aba-eu	NA	nat	wet	basah	714	733	778	TRUE										WET	1726	https://concepticon.clld.org/parameters/1726
the Salang-Sigule list	1130	euchí	NA	goed	good	baik, bagus	715	734	781	TRUE										GOOD	1035	https://concepticon.clld.org/parameters/1035
